name,bfs_nummer,status,iou,area_diff_pct,hausdorff_distance,symmetric_diff_pct,swisstopo_area,osm_area
Thal,3237,https://osm.org/relation/1683948,0.025443703635761688,88.75829476683636,646.3094171911307,105.72136126917184,9685894.040324075,1088859.6572097964
Ursenbach,344,https://osm.org/relation/1682701,0.2908850723983006,48.73213894568692,495.87631256439107,83.09515744938041,9171386.7896053,4701973.836048471
Bofflens,5747,https://osm.org/relation/1684857,0.06907922887674062,74.05191465401849,199.96566824262518,109.67165535053331,4206756.878695605,1091572.8651818833
Saint-Livres,5435,https://osm.org/relation/1685137,0.16540060463224174,76.70261711325067,195.769763977212,88.2991829579317,8123026.603938186,1892452.6099119904
Lohn (SH),2917,https://osm.org/relation/1683671,0.5603341242602332,24.33806556251606,283.8558637237194,49.49744867959805,4866151.00841409,3681823.985615232
Auswil,322,https://osm.org/relation/1682368,0.0816022464169437,44.469511857663065,438.558914985578,132.062272796475,4624385.963853332,2567944.099313468
Ursins,5932,https://osm.org/relation/1685169,0.11228772432405616,85.3884948989548,360.32228627521715,91.47097265117719,3361419.4516586787,491153.9746466336
Hettlingen,221,https://osm.org/relation/1682137,0.1257364642919228,79.7654000321603,583.0765036094099,93.3759630398486,5899754.708092977,1193791.7642664025
Neckertal,3396,https://osm.org/relation/1683910,0.07879303102645817,90.90441558208296,771.5613231288966,93.15930837484409,81840278.84769301,7443851.650450621
Trun,3987,https://osm.org/relation/1684193,0.2224834726494369,68.2817001287709,618.8262181581354,83.77467458307845,51901749.314524315,16462352.485994421
Grosswangen,1086,https://osm.org/relation/1682846,0.057816485233424565,89.13924320638745,1148.1390646987593,98.7422477750848,19704274.96664423,2140033.382071911
Härkingen,2402,https://osm.org/relation/1683529,0.025839758100292598,92.4912184380484,436.9073629859163,102.09272922574148,5508063.058260893,413588.423339361
Degersheim,3401,https://osm.org/relation/1683872,0.11608671256902023,73.58791191840534,653.7592528119472,100.11527159033938,14477338.545076516,3823767.4083962645
Klosters,3871,https://osm.org/relation/5817235,0.0026793495262945003,73.93992203420228,893.5763074049377,125.38636505779353,219803697.5744072,57281014.95959674
Trogen,3025,https://osm.org/relation/1683949,0.042780760246136244,85.6946126903439,883.5707437099937,104.92648130034318,10028370.956400745,1434597.3061621904
Lützelflüh,955,https://osm.org/relation/1682544,0.13539066821776885,70.67083924294684,1604.203608961553,98.48521957436505,26868153.433802206,7880203.9130515475
Grosshöchstetten,608,https://osm.org/relation/1682459,0.045841320248620594,82.91826203811078,442.3945735814749,106.81788370166643,6930167.970569972,1183793.1330515393
Démoret,5912,https://osm.org/relation/1684951,0.112402375425665,82.06639045575862,365.18784596721525,94.10047479347855,4278079.949802496,767214.1541880574
Fétigny,2016,https://osm.org/relation/1683320,0.5268540991460455,40.89076731926769,194.5761065844228,49.30522259658334,4100224.1880631596,2423611.05575392
Lutzenberg,3033,https://osm.org/relation/1683903,0.35066493858447173,60.4767238314991,443.67529768752786,67.07611378045911,2248142.5188043187,888539.5763685231
Rorschacherberg,3216,https://osm.org/relation/1683928,0.010180029011283547,73.85411436589962,208.18469900046944,123.60343035181603,7100532.137390953,1856497.0120547812
Sarmenstorf,4076,https://osm.org/relation/1684413,0.02782142625184832,90.54098840792484,246.7669767148607,103.53326273954487,8296568.827275979,784773.4071165294
Oekingen,2529,https://osm.org/relation/1683564,0.012897185460796028,50.78600327069693,210.08021980949846,145.41412322429602,2387963.3108743625,1175212.185710666
Premier,5759,https://osm.org/relation/1685108,0.026979407282697102,64.71265954675295,290.89245751240725,128.17917015811827,6120511.787897372,2159765.8320764634
Isenthal,1211,https://osm.org/relation/1683085,0.022779498401580903,81.41736472055806,546.1991986550842,113.30045479963087,61670049.11034248,11459920.302827675
Kappel am Albis,6,https://osm.org/relation/1682151,0.0686562096156429,63.59419293031225,261.0547452688695,118.87892499348627,7914777.840562115,2881438.750629442
Grandson,5561,https://osm.org/relation/1684995,0.008806602654555594,93.39960754793097,1374.4731543850917,104.73920856077439,13793224.847608332,910406.9717384498
Vully-les-Lacs,5464,https://osm.org/relation/1868690,0.039152463777463,95.47873128153455,3717.363426299808,96.64510938646704,34720432.43508552,1569804.0506034552
Villigen,4121,https://osm.org/relation/1684451,0.08893889811575005,80.78344595387937,509.1804338000904,99.74257075400723,11214075.903132003,2154958.956698353
Mellikon,4314,https://osm.org/relation/1684360,0.10231401451047355,88.00757761174036,111.14271287527387,91.20271241730384,2701786.741730204,324009.67809828377
Vevey,5890,https://osm.org/relation/1685178,0.011038838984903415,86.4202251552961,1305.4307832354193,111.09957567112386,8568652.892486995,1163603.7700239432
Hünenberg,1703,https://osm.org/relation/1683143,0.08338122668261728,41.82396169665458,404.383370554642,133.82835388589615,18663642.328568403,10857767.709867343
Eichberg,3252,https://osm.org/relation/1683876,0.7237939605715747,24.636879910729395,259.78304300874515,28.098690429109453,5437179.672581927,4097628.246117328
Alpthal,1361,https://osm.org/relation/1683054,0.42836461359431166,54.23997184468779,293.7214867029274,58.333557989369545,22876760.90630178,10468412.231747154
